operationType,ProductType,sn,lidarId,cubicleCode,terminalCode,workorderCode,workorderReportld,quantity,tester,dateTimeStart,dateTimeEnd,checkResult,ngCode,ngOutput,produceTime,submitTime,carrierNo,holeNo
1,AT,1234568,None,ATZJ-ZJZZ-01,None,ZJ22022101,1495705701627088897,1,ATZJ,,,False,000,0,0,2022-02-22T11:04:10+08:00,,1
