No.,Bit Address,Bit Address,Trigger Condition(0:OFF; 1:ON),Message,Hive,MessageHive,ErrorCode,Severity
261,[PLC1]GGB000043915,MB37315,1,工序3-1-5：2#相机拍照超时报警,TRUE,2# Camera overtime alarm,V03VSOO-02-15,critical
262,[PLC1]GGB000043916,MB37316,1,工序3-1-6：3#相机拍照超时报警,TRUE,3# Camera overtime alarm,V03VSOO-03-15,critical
263,[PLC1]GGB000043917,MB37317,1,工序3-1-7：4#相机拍照超时报警,TRUE,4# Camera overtime alarm,V03VSOO-04-15,critical
264,[PLC1]GGB000043918,MB37318,1,工序3-1-8：,TRUE,,,critical
265,[PLC1]GGB000043919,MB37319,1,工序3-1-9：,TRUE,,,critical
266,[PLC1]GGB00004391A,MB3731A,1,工序3-1-10：,TRUE,,,critical
267,[PLC1]GGB00004391B,MB3731B,1,工序3-1-11：,TRUE,,,critical
268,[PLC1]GGB00004391C,MB3731C,1,工序3-1-12：,TRUE,,,critical
269,[PLC1]GGB00004391D,MB3731D,1,工序3-1-13：,TRUE,,,critical
,,,,,,,,
,,,,,,,,
272,[PLC1]GGB000043920,MB37320,1,工序3-2-0：1#相机连续NG报警,TRUE,1# Camera continuous NG alarm,V04VSOO-05-15,critical
273,[PLC1]GGB000043921,MB37321,1,工序3-2-1：2#相机连续NG报警,TRUE,2# Camera continuous NG alarm,V04VSOO-06-15,critical
274,[PLC1]GGB000043922,MB37322,1,工序3-2-2：3#相机连续NG报警,TRUE,3# Camera continuous NG alarm,V04VSOO-07-15,critical
275,[PLC1]GGB000043923,MB37323,1,工序3-2-3：4#相机连续NG报警,TRUE,4# Camera continuous NG alarm,V04VSOO-08-15,critical
276,[PLC1]GGB000043924,MB37324,1,工序3-2-4：点胶擦胶布缺料报警,TRUE,Dispensing and cleaning tape shortage alarm11,C02PNSP-54-03,critical
277,[PLC1]GGB000043925,MB37325,1,工序3-2-5：1#点胶机气压检测下限报警,TRUE,1# Air pressure detection lower limit alarm,C02PNSP-55-03,critical
278,[PLC1]GGB000043926,MB37326,1,工序3-2-6：2#点胶机气压检测下限报警,TRUE,2# Air pressure detection lower limit alarm,C02PNSP-56-03,critical
279,[PLC1]GGB000043927,MB37327,1,工序3-2-7：,TRUE,,,critical
280,[PLC1]GGB000043928,MB37328,1,工序3-2-8：,TRUE,,,critical
281,[PLC1]GGB000043929,MB37329,1,工序3-2-9：,TRUE,,,critical
282,[PLC1]GGB00004392A,MB3732A,1,工序3-2-10：,TRUE,,,critical
283,[PLC1]GGB00004392B,MB3732B,1,工序3-2-11：,TRUE,,,critical
284,[PLC1]GGB00004392C,MB3732C,1,工序3-2-12：,TRUE,,,critical
285,[PLC1]GGB00004392D,MB3732D,1,工序3-2-13：,TRUE,,,critical
,,,,,,,,
,,,,,,,,
288,[PLC1]GGB000043930,MB37330,1,工序3-3-0：,TRUE,,,critical
289,[PLC1]GGB000043931,MB37331,1,工序3-3-1：,TRUE,,,critical
290,[PLC1]GGB000043932,MB37332,1,工序3-3-2：,TRUE,,,critical
291,[PLC1]GGB000043933,MB37333,1,工序3-3-3：,TRUE,,,critical
292,[PLC1]GGB000043934,MB37334,1,工序3-3-4：,TRUE,,,critical
293,[PLC1]GGB000043935,MB37335,1,工序3-3-5：,TRUE,,,critical
294,[PLC1]GGB000043936,MB37336,1,工序3-3-6：,TRUE,,,critical
295,[PLC1]GGB000043937,MB37337,1,工序3-3-7：,TRUE,,,critical
296,[PLC1]GGB000043938,MB37338,1,工序3-3-8：,TRUE,,,critical
297,[PLC1]GGB000043939,MB37339,1,工序3-3-9：,TRUE,,,critical
298,[PLC1]GGB00004393A,MB3733A,1,工序3-3-10：,TRUE,,,critical
299,[PLC1]GGB00004393B,MB3733B,1,工序3-3-11：,TRUE,,,critical
300,[PLC1]GGB00004393C,MB3733C,1,工序3-3-12：,TRUE,,,critical
301,[PLC1]GGB00004393D,MB3733D,1,工序3-3-13：,TRUE,,,critical
,,,,,,,,
,,,,,,,,
304,[PLC1]GGB000043940,MB37340,1,工序3-4-0：,TRUE,,,critical
305,[PLC1]GGB000043941,MB37341,1,工序3-4-1：,TRUE,,,critical
306,[PLC1]GGB000043942,MB37342,1,工序3-4-2：,TRUE,,,critical
307,[PLC1]GGB000043943,MB37343,1,工序3-4-3：,TRUE,,,critical
308,[PLC1]GGB000043944,MB37344,1,工序3-4-4：,TRUE,,,critical
309,[PLC1]GGB000043945,MB37345,1,工序3-4-5：,TRUE,,,critical
310,[PLC1]GGB000043946,MB37346,1,工序3-4-6：,TRUE,,,critical
311,[PLC1]GGB000043947,MB37347,1,工序3-4-7：,TRUE,,,critical
312,[PLC1]GGB000043948,MB37348,1,工序3-4-8：,TRUE,,,critical
313,[PLC1]GGB000043949,MB37349,1,工序3-4-9：,TRUE,,,critical
314,[PLC1]GGB00004394A,MB3734A,1,工序3-4-10：,TRUE,,,critical
315,[PLC1]GGB00004394B,MB3734B,1,工序3-4-11：,TRUE,,,critical
316,[PLC1]GGB00004394C,MB3734C,1,工序3-4-12：,TRUE,,,critical
317,[PLC1]GGB00004394D,MB3734D,1,工序3-4-13：,TRUE,,,critical
320,[PLC1]GGB000044900,MB37400,1,工序4-0-0：,TRUE,,,critical
321,[PLC1]GGB000044901,MB37401,1,工序4-0-1：,TRUE,,,critical
322,[PLC1]GGB000044902,MB37402,1,工序4-0-2：,TRUE,,,critical
323,[PLC1]GGB000044903,MB37403,1,工序4-0-3：,TRUE,,,critical
324,[PLC1]GGB000044904,MB37404,1,工序4-0-4：,TRUE,,,critical
325,[PLC1]GGB000044905,MB37405,1,工序4-0-5：,TRUE,,,critical
326,[PLC1]GGB000044906,MB37406,1,工序4-0-6：,TRUE,,,critical
327,[PLC1]GGB000044907,MB37407,1,工序4-0-7：,TRUE,,,critical
328,[PLC1]GGB000044908,MB37408,1,工序4-0-8：,TRUE,,,critical
329,[PLC1]GGB000044909,MB37409,1,工序4-0-9：,TRUE,,,critical
330,[PLC1]GGB00004490A,MB3740A,1,工序4-0-10：,TRUE,,,critical
331,[PLC1]GGB00004490B,MB3740B,1,工序4-0-11：,TRUE,,,critical
332,[PLC1]GGB00004490C,MB3740C,1,工序4-0-12：,TRUE,,,critical
333,[PLC1]GGB00004490D,MB3740D,1,工序4-0-13：,TRUE,,,critical
336,[PLC1]GGB000044910,MB37410,1,工序4-1-0：UV灯前后后原点报警,TRUE,UV lamp back origin alarm,C01PNSP-57-03,critical
337,[PLC1]GGB000044911,MB37411,1,工序4-1-1：UV灯前后前动作报警,TRUE,UV lamp moves forward alarm,C02PNSP-58-03,critical
338,[PLC1]GGB000044912,MB37412,1,工序4-1-2：UV灯上原点报警,TRUE,UV lamp upward origin alarm,C01PNSP-59-03,critical
339,[PLC1]GGB000044913,MB37413,1,工序4-1-3：UV灯下动作报警,TRUE,UV lamp down action alarm,C02PNSP-60-03,critical
340,[PLC1]GGB000044914,MB37414,1,工序4-1-4：脱PIN左右右原点报警,TRUE,Alarm to the right origin after PIN off,C01PNSP-61-03,critical
341,[PLC1]GGB000044915,MB37415,1,工序4-1-5：脱PIN左右左动作报警,TRUE,PIN off and left action alarm,C02PNSP-62-03,critical
342,[PLC1]GGB000044916,MB37416,1,工序4-1-6：脱PIN前后后原点报警,TRUE,PIN off and back to the origin alarm,C01PNSP-63-03,critical
343,[PLC1]GGB000044917,MB37417,1,工序4-1-7：脱PIN前后前动作报警,TRUE,Take off PIN forward action alarm,C02PNSP-64-03,critical
344,[PLC1]GGB000044918,MB37418,1,工序4-1-8：脱PIN上原点报警,TRUE,Origin alarm on PIN off,C01PNSP-65-03,critical
345,[PLC1]GGB000044919,MB37419,1,工序4-1-9：脱PIN下动作报警,TRUE,Action alarm when PIN is removed,C02PNSP-66-03,critical
346,[PLC1]GGB00004491A,MB3741A,1,工序4-1-10：剪刀后原点报警,TRUE,Origin alarm after scissors,C01PNSP-67-03,critical
347,[PLC1]GGB00004491B,MB3741B,1,工序4-1-11：剪刀前动作报警,TRUE,Alarm before scissors,C02PNSP-68-03,critical
348,[PLC1]GGB00004491C,MB3741C,1,工序4-1-12：剪刀右原点报警,TRUE,Scissors right origin alarm,C01PNSP-69-03,critical
349,[PLC1]GGB00004491D,MB3741D,1,工序4-1-13：剪刀左动作报警,TRUE,Scissors left action alarm,C02PNSP-70-03,critical
352,[PLC1]GGB000044920,MB37420,1,工序4-2-0：剪刀上原点报警,TRUE,Alarm on the origin of the scissors,C01PNSP-71-03,critical
353,[PLC1]GGB000044921,MB37421,1,工序4-2-1：剪刀下动作报警,TRUE,Scissors action alarm,C02PNSP-72-03,critical
354,[PLC1]GGB000044922,MB37422,1,工序4-2-2：输送带剪线定位锁下原点报警,TRUE,Trimming fixed lock origin alarm,C01PNSP-73-03,critical
355,[PLC1]GGB000044923,MB37423,1,工序4-2-3：输送带剪线定位锁上动作报警,TRUE,Trimming fixed lock action alarm,C02PNSP-74-03,critical
356,[PLC1]GGB000044924,MB37424,1,工序4-2-4：剪刀旋转0°原点报警,TRUE,Scissors rotate 0°rigin alarm,C01PNSP-75-03,critical
357,[PLC1]GGB000044925,MB37425,1,工序4-2-5：剪刀旋转90°动作报警,TRUE,Scissors rotate 90°action alarm,C02PNSP-76-03,critical
358,[PLC1]GGB000044926,MB37426,1,工序4-2-6：固化UV灯报警,TRUE,Curing UV lamp alarm,O99SSSE-04-03,critical
359,[PLC1]GGB000044927,MB37427,1,工序4-2-7：,TRUE,,,critical
360,[PLC1]GGB000044928,MB37428,1,工序4-2-8：,TRUE,,,critical
361,[PLC1]GGB000044929,MB37429,1,工序4-2-9：,TRUE,,,critical
362,[PLC1]GGB00004492A,MB3742A,1,工序4-2-10：,TRUE,,,critical
363,[PLC1]GGB00004492B,MB3742B,1,工序4-2-11：,TRUE,,,critical
364,[PLC1]GGB00004492C,MB3742C,1,工序4-2-12：,TRUE,,,critical
365,[PLC1]GGB00004492D,MB3742D,1,工序4-2-13：,TRUE,,,critical
368,[PLC1]GGB000044930,MB37430,1,工序4-3-0：,TRUE,,,critical
369,[PLC1]GGB000044931,MB37431,1,工序4-3-1：,TRUE,,,critical
370,[PLC1]GGB000044932,MB37432,1,工序4-3-2：,TRUE,,,critical
371,[PLC1]GGB000044933,MB37433,1,工序4-3-3：,TRUE,,,critical
372,[PLC1]GGB000044934,MB37434,1,工序4-3-4：,TRUE,,,critical
373,[PLC1]GGB000044935,MB37435,1,工序4-3-5：,TRUE,,,critical
374,[PLC1]GGB000044936,MB37436,1,工序4-3-6：,TRUE,,,critical
375,[PLC1]GGB000044937,MB37437,1,工序4-3-7：,TRUE,,,critical
376,[PLC1]GGB000044938,MB37438,1,工序4-3-8：,TRUE,,,critical
377,[PLC1]GGB000044939,MB37439,1,工序4-3-9：,TRUE,,,critical
378,[PLC1]GGB00004493A,MB3743A,1,工序4-3-10：,TRUE,,,critical
379,[PLC1]GGB00004493B,MB3743B,1,工序4-3-11：,TRUE,,,critical
380,[PLC1]GGB00004493C,MB3743C,1,工序4-3-12：,TRUE,,,critical
381,[PLC1]GGB00004493D,MB3743D,1,工序4-3-13：,TRUE,,,critical
384,[PLC1]GGB000044940,MB37440,1,工序4-4-0：,TRUE,,,critical
385,[PLC1]GGB000044941,MB37441,1,工序4-4-1：,TRUE,,,critical
386,[PLC1]GGB000044942,MB37442,1,工序4-4-2：,TRUE,,,critical
387,[PLC1]GGB000044943,MB37443,1,工序4-4-3：,TRUE,,,critical
388,[PLC1]GGB000044944,MB37444,1,工序4-4-4：,TRUE,,,critical
389,[PLC1]GGB000044945,MB37445,1,工序4-4-5：,TRUE,,,critical
390,[PLC1]GGB000044946,MB37446,1,工序4-4-6：,TRUE,,,critical
391,[PLC1]GGB000044947,MB37447,1,工序4-4-7：,TRUE,,,critical
392,[PLC1]GGB000044948,MB37448,1,工序4-4-8：,TRUE,,,critical
393,[PLC1]GGB000044949,MB37449,1,工序4-4-9：,TRUE,,,critical
394,[PLC1]GGB00004494A,MB3744A,1,工序4-4-10：,TRUE,,,critical
395,[PLC1]GGB00004494B,MB3744B,1,工序4-4-11：,TRUE,,,critical
396,[PLC1]GGB00004494C,MB3744C,1,工序4-4-12：,TRUE,,,critical
397,[PLC1]GGB00004494D,MB3744D,1,工序4-4-13：,TRUE,,,critical
400,[PLC1]GGB000045900,MB37500,1,工序5-0-0：OZ1轴伺服原点报警,TRUE,OZ1 axis servo origin alarm,M02GAA*-37-03,critical
401,[PLC1]GGB000045901,MB37501,1,工序5-0-1：OZ1轴伺服报警,TRUE,OZ1 axis servo alarm,M99GAA*-38-03,critical
402,[PLC1]GGB000045902,MB37502,1,工序5-0-2：OY1轴伺服原点报警,TRUE,OY1 axis servo origin alarm,M02GAA*-35-03,critical
403,[PLC1]GGB000045903,MB37503,1,工序5-0-3：OY1轴伺服报警,TRUE,OY1 axis servo alarm,M99GAA*-36-03,critical
404,[PLC1]GGB000045904,MB37504,1,工序5-0-4：2#下料机器人未运行报警,TRUE,2# The robot is not running alarm,M01RBRD-06-03,critical
405,[PLC1]GGB000045905,MB37505,1,工序5-0-5：,TRUE,,,critical
406,[PLC1]GGB000045906,MB37506,1,工序5-0-6：,TRUE,,,critical
407,[PLC1]GGB000045907,MB37507,1,工序5-0-7：,TRUE,,,critical
408,[PLC1]GGB000045908,MB37508,1,工序5-0-8：,TRUE,,,critical
409,[PLC1]GGB000045909,MB37509,1,工序5-0-9：,TRUE,,,critical
410,[PLC1]GGB00004590A,MB3750A,1,工序5-0-10：,TRUE,,,critical
411,[PLC1]GGB00004590B,MB3750B,1,工序5-0-11：,TRUE,,,critical
412,[PLC1]GGB00004590C,MB3750C,1,工序5-0-12：,TRUE,,,critical
413,[PLC1]GGB00004590D,MB3750D,1,工序5-0-13：,TRUE,,,critical
416,[PLC1]GGB000045910,MB37510,1,工序5-1-0：下料治具解锁上原点报警,TRUE,Jig unlocked upper origin alarm,C01PNSP-77-03,critical
417,[PLC1]GGB000045911,MB37511,1,工序5-1-1：下料治具解锁下动作报警,TRUE,Action alarm when the fixture is unlocked,C02PNSP-78-03,critical
418,[PLC1]GGB000045912,MB37512,1,工序5-1-2：下料治具解锁前后后原点报警,TRUE,Origin alarm after the fixture is unlocked,C01PNSP-79-03,critical
419,[PLC1]GGB000045913,MB37513,1,工序5-1-3：下料治具解锁前后前动作报警,TRUE,Action alarm before the fixture is unlocked,C02PNSP-80-03,critical
420,[PLC1]GGB000045914,MB37514,1,工序5-1-4：取料翻转上原点报警,TRUE,The upper origin alarm of reclaiming flip,C01PNSP-81-03,critical
421,[PLC1]GGB000045915,MB37515,1,工序5-1-5：取料翻转下动作报警,TRUE,Action alarm under reclaiming flip,C02PNSP-82-03,critical
422,[PLC1]GGB000045916,MB37516,1,工序5-1-6：取料翻转0°原点报警,TRUE,Reclaiming and turning 0°rigin alarm,C01PNSP-83-03,critical
423,[PLC1]GGB000045917,MB37517,1,工序5-1-7：取料翻转180°动作报警,TRUE,Reclaiming 180°action alarm,C02PNSP-84-03,critical
424,[PLC1]GGB000045918,MB37518,1,工序5-1-8：下料满盘分盘伸出原点报警,TRUE,Discharge full trays origin alarm,C01PNSP-85-03,critical
425,[PLC1]GGB000045919,MB37519,1,工序5-1-9：下料满盘分盘缩回动作报警,TRUE,Discharge full trays action alarm,C02PNSP-86-03,critical
426,[PLC1]GGB00004591A,MB3751A,1,工序5-1-10：下料空盘分盘伸出原点报警,TRUE,Discharge empty trays origin alarm,C01PNSP-87-03,critical
427,[PLC1]GGB00004591B,MB3751B,1,工序5-1-11：下料空盘分盘缩回动作报警,TRUE,Discharge empty trays action alarm,C02PNSP-88-03,critical
428,[PLC1]GGB00004591C,MB3751C,1,工序5-1-12：输送带下料定位锁下原点报警,TRUE,Discharge fixed lock origin alarm,C01PNSP-89-03,critical
429,[PLC1]GGB00004591D,MB3751D,1,工序5-1-13：输送带下料定位锁上动作报警,TRUE,Discharge fixed lock action alarm,C02PNSP-90-03,critical
432,[PLC1]GGB000045920,MB37520,1,工序5-2-0：下料满盘料仓满料报警,TRUE,Full pan silo full material alarm,C01PNSP-91-05,critical
433,[PLC1]GGB000045921,MB37521,1,工序5-2-1：下料空盘料仓缺料报警,TRUE,Empty tray silo shortage alarm,C01PNSP-92-06,critical
434,[PLC1]GGB000045922,MB37522,1,工序5-2-2：下料安全光栅暂停信号,TRUE,Unloading safety grating pause signal,F02SCSE-25-15,critical
435,[PLC1]GGB000045923,MB37523,1,工序5-2-3：下料空盘料仓缺料提醒,TRUE,Reminder of empty stock bin shortage,C01PNSP-93-06,critical
436,[PLC1]GGB000045924,MB37524,1,工序5-2-4：下料满盘料仓满料提醒,TRUE,Reminder of full material bin full,C01PNSP-94-05,critical
437,[PLC1]GGB000045925,MB37525,1,工序5-2-5：,TRUE,,,critical
438,[PLC1]GGB000045926,MB37526,1,工序5-2-6：,TRUE,,,critical
439,[PLC1]GGB000045927,MB37527,1,工序5-2-7：,TRUE,,,critical
440,[PLC1]GGB000045928,MB37528,1,工序5-2-8：,TRUE,,,critical
441,[PLC1]GGB000045929,MB37529,1,工序5-2-9：,TRUE,,,critical
442,[PLC1]GGB00004592A,MB3752A,1,工序5-2-10：,TRUE,,,critical
443,[PLC1]GGB00004592B,MB3752B,1,工序5-2-11：,TRUE,,,critical
444,[PLC1]GGB00004592C,MB3752C,1,工序5-2-12：,TRUE,,,critical
445,[PLC1]GGB00004592D,MB3752D,1,工序5-2-13：,TRUE,,,critical
448,[PLC1]GGB000045930,MB37530,1,工序5-3-0：下料电缸闭合超时报警,TRUE,Robot electric cylinder closing timeout alarm,M03SSM*-03-03,critical
449,[PLC1]GGB000045931,MB37531,1,工序5-3-1：下料电缸张开超时报警,TRUE,Robot electric cylinder open overtime alarm,M03SSM*-04-03,critical
450,[PLC1]GGB000045932,MB37532,1,工序5-3-2：1#翻转电缸闭合超时报警,TRUE,1#Electric cylinder closed overtime alarm,M03SSM*-05-03,critical
451,[PLC1]GGB000045933,MB37533,1,工序5-3-3：1#翻转电缸张开超时报警,TRUE,1#Electric cylinder open overtime alarm,M03SSM*-06-03,critical
452,[PLC1]GGB000045934,MB37534,1,工序5-3-4：2#翻转电缸闭合超时报警,TRUE,2#Electric cylinder closed overtime alarm,M03SSM*-07-03,critical
453,[PLC1]GGB000045935,MB37535,1,工序5-3-5：2#翻转电缸张开超时报警,TRUE,2#Electric cylinder open overtime alarm,M03SSM*-08-03,critical
454,[PLC1]GGB000045936,MB37536,1,工序5-3-6：3#翻转电缸闭合超时报警,TRUE,3#Electric cylinder closed overtime alarm,M03SSM*-09-03,critical
455,[PLC1]GGB000045937,MB37537,1,工序5-3-7：3#翻转电缸张开超时报警,TRUE,3#Electric cylinder open overtime alarm,M03SSM*-10-03,critical
456,[PLC1]GGB000045938,MB37538,1,工序5-3-8：4#翻转电缸闭合超时报警,TRUE,4#Electric cylinder closed overtime alarm,M03SSM*-11-03,critical
457,[PLC1]GGB000045939,MB37539,1,工序5-3-9：4#翻转电缸张开超时报警,TRUE,4#Electric cylinder open overtime alarm,M03SSM*-12-03,critical
458,[PLC1]GGB00004593A,MB3753A,1,工序5-3-10：下料搬运料盘未取下报警,TRUE,Alarm when the tray is not removed,S02SSSE-95-03,critical
459,[PLC1]GGB00004593B,MB3753B,1,工序5-3-11：下料搬运料盘未回送完成报警,TRUE,Tray has not returned to complete the alarm,S02SSSE-96-03,critical
460,[PLC1]GGB00004593C,MB3753C,1,工序5-3-12：,TRUE,,,critical
461,[PLC1]GGB00004593D,MB3753D,1,工序5-3-13：,TRUE,,,critical
464,[PLC1]GGB000045940,MB37540,1,工序5-4-0：2#机器人Error,TRUE,2# Robot Error,M01RBRD-07-03,critical
465,[PLC1]GGB000045941,MB37541,1,工序5-4-1：2#机器人EstopOn（安全门）,TRUE,2# Robot EstopOn (safety door),M01RBRD-08-03,critical
466,[PLC1]GGB000045942,MB37542,1,工序5-4-2：2#机器人SError（严重报警）,TRUE,2# Robot SError (serious alarm),M01RBRD-09-03,critical
467,[PLC1]GGB000045943,MB37543,1,工序5-4-3：2#机器人Warning（警告）,TRUE,2# Robot Warning (Warning),M01RBRD-10-03,critical
468,[PLC1]GGB000045944,MB37544,1,工序5-4-4：下料电缸ALARM,TRUE,Robot electric cylinder ALARM,M06SSM*-18-03,critical
469,[PLC1]GGB000045945,MB37545,1,工序5-4-5：2#架台气压检测报警,TRUE,2#Frame pressure detection alarm,F99PSSR-19-03,critical
470,[PLC1]GGB000045946,MB37546,1,工序5-4-6：,TRUE,,,critical
471,[PLC1]GGB000045947,MB37547,1,工序5-4-7：2#架台前左安全门报警,TRUE,2#The front left safety door alarms,F99PSSR-20-03,critical
472,[PLC1]GGB000045948,MB37548,1,工序5-4-8：2#架台前右安全门报警,TRUE,2#The front right safety door alarms,F99PSSR-21-03,critical
473,[PLC1]GGB000045949,MB37549,1,工序5-4-9：2#架台右侧安全门报警,TRUE,2#Right safety door alarm,F99PSSR-22-03,critical
474,[PLC1]GGB00004594A,MB3754A,1,工序5-4-10：1#翻转电缸ALARM,TRUE,1#Flip electric cylinder ALARM,M06SSM*-13-03,critical
475,[PLC1]GGB00004594B,MB3754B,1,工序5-4-11：2#翻转电缸ALARM,TRUE,2#Flip electric cylinder ALARM,M06SSM*-14-03,critical
476,[PLC1]GGB00004594C,MB3754C,1,工序5-4-12：3#翻转电缸ALARM,TRUE,3#Flip electric cylinder ALARM,M06SSM*-15-03,critical
477,[PLC1]GGB00004594D,MB3754D,1,工序5-4-13：4#翻转电缸ALARM,TRUE,4#Flip electric cylinder ALARM,M06SSM*-16-03,critical
480,[PLC1]GGB000046900,MB37600,1,工序6-0-0：IL轴伺服原点报警,TRUE,IL axis servo origin alarm,M02GAA*-39-03,critical
481,[PLC1]GGB000046901,MB37601,1,工序6-0-1：IL轴伺服报警,TRUE,IL axis servo alarm,M99GAA*-40-03,critical
482,[PLC1]GGB000046902,MB37602,1,工序6-0-2：IF轴伺服原点报警,TRUE,IF axis servo origin alarm,M02GAA*-41-03,critical
483,[PLC1]GGB000046903,MB37603,1,工序6-0-3：IF轴伺服报警,TRUE,IF axis servo alarm,M99GAA*-42-03,critical
484,[PLC1]GGB000046904,MB37604,1,工序6-0-4：OF轴伺服原点报警,TRUE,OF axis servo origin alarm,M02GAA*-43-03,critical
485,[PLC1]GGB000046905,MB37605,1,工序6-0-5：OF轴伺服报警,TRUE,OF axis servo alarm,M99GAA*-44-03,critical
486,[PLC1]GGB000046906,MB37606,1,工序6-0-6：OR轴伺服原点报警,TRUE,OR axis servo origin alarm,M02GAA*-45-03,critical
487,[PLC1]GGB000046907,MB37607,1,工序6-0-7：OR轴伺服报警,TRUE,OR axis servo alarm,M99GAA*-46-03,critical
488,[PLC1]GGB000046908,MB37608,1,工序6-0-8：,TRUE,,,critical
489,[PLC1]GGB000046909,MB37609,1,工序6-0-9：,TRUE,,,critical
490,[PLC1]GGB00004690A,MB3760A,1,工序6-0-10：,TRUE,,,critical
491,[PLC1]GGB00004690B,MB3760B,1,工序6-0-11：,TRUE,,,critical
492,[PLC1]GGB00004690C,MB3760C,1,工序6-0-12：,TRUE,,,critical
493,[PLC1]GGB00004690D,MB3760D,1,工序6-0-13：,TRUE,,,critical
496,[PLC1]GGB000046910,MB37610,1,工序6-1-0：左侧后段输送小车检测报警,TRUE,The left rear car alarm,S02SSSE-106-03,critical
497,[PLC1]GGB000046911,MB37611,1,工序6-1-1：左侧前段输送小车检测报警,TRUE,The front car on the left alarms,S02SSSE-107-03,critical
498,[PLC1]GGB000046912,MB37612,1,工序6-1-2：右侧前段输送小车检测报警,TRUE,The front car on the right side alarms,S02SSSE-108-03,critical
499,[PLC1]GGB000046913,MB37613,1,工序6-1-3：右侧后段输送小车检测报警,TRUE,The right rear car alarms,S02SSSE-109-03,critical
500,[PLC1]GGB000046914,MB37614,1,工序6-1-4：输送带治具未检测到报警,TRUE,Conveyor belt fixture detection alarm,S02SSSE-110-03,critical
501,[PLC1]GGB000046915,MB37615,1,工序6-1-5：,TRUE,,,critical
502,[PLC1]GGB000046916,MB37616,1,工序6-1-6：,TRUE,,,critical
503,[PLC1]GGB000046917,MB37617,1,工序6-1-7：,TRUE,,,critical
504,[PLC1]GGB000046918,MB37618,1,工序6-1-8：,TRUE,,,critical
505,[PLC1]GGB000046919,MB37619,1,工序6-1-9：,TRUE,,,critical
506,[PLC1]GGB00004691A,MB3761A,1,工序6-1-10：,TRUE,,,critical
507,[PLC1]GGB00004691B,MB3761B,1,工序6-1-11：,TRUE,,,critical
508,[PLC1]GGB00004691C,MB3761C,1,工序6-1-12：,TRUE,,,critical
509,[PLC1]GGB00004691D,MB3761D,1,工序6-1-13：,TRUE,,,critical
512,[PLC1]GGB000046920,MB37620,1,工序6-2-0：,TRUE,,,critical
513,[PLC1]GGB000046921,MB37621,1,工序6-2-1：,TRUE,,,critical
514,[PLC1]GGB000046922,MB37622,1,工序6-2-2：,TRUE,,,critical
515,[PLC1]GGB000046923,MB37623,1,工序6-2-3：,TRUE,,,critical
516,[PLC1]GGB000046924,MB37624,1,工序6-2-4：,TRUE,,,critical
517,[PLC1]GGB000046925,MB37625,1,工序6-2-5：,TRUE,,,critical
518,[PLC1]GGB000046926,MB37626,1,工序6-2-6：,TRUE,,,critical
519,[PLC1]GGB000046927,MB37627,1,工序6-2-7：,TRUE,,,critical
520,[PLC1]GGB000046928,MB37628,1,工序6-2-8：,TRUE,,,critical
521,[PLC1]GGB000046929,MB37629,1,工序6-2-9：,TRUE,,,critical
522,[PLC1]GGB00004692A,MB3762A,1,工序6-2-10：,TRUE,,,critical
523,[PLC1]GGB00004692B,MB3762B,1,工序6-2-11：,TRUE,,,critical
524,[PLC1]GGB00004692C,MB3762C,1,工序6-2-12：,TRUE,,,critical
525,[PLC1]GGB00004692D,MB3762D,1,工序6-2-13：,TRUE,,,critical
528,[PLC1]GGB000046930,MB37630,1,工序6-3-0：,TRUE,,,critical
529,[PLC1]GGB000046931,MB37631,1,工序6-3-1：,TRUE,,,critical
530,[PLC1]GGB000046932,MB37632,1,工序6-3-2：,TRUE,,,critical
531,[PLC1]GGB000046933,MB37633,1,工序6-3-3：,TRUE,,,critical
532,[PLC1]GGB000046934,MB37634,1,工序6-3-4：,TRUE,,,critical
533,[PLC1]GGB000046935,MB37635,1,工序6-3-5：,TRUE,,,critical
534,[PLC1]GGB000046936,MB37636,1,工序6-3-6：,TRUE,,,critical
535,[PLC1]GGB000046937,MB37637,1,工序6-3-7：,TRUE,,,critical
536,[PLC1]GGB000046938,MB37638,1,工序6-3-8：,TRUE,,,critical
537,[PLC1]GGB000046939,MB37639,1,工序6-3-9：,TRUE,,,critical
538,[PLC1]GGB00004693A,MB3763A,1,工序6-3-10：,TRUE,,,critical
539,[PLC1]GGB00004693B,MB3763B,1,工序6-3-11：,TRUE,,,critical
540,[PLC1]GGB00004693C,MB3763C,1,工序6-3-12：,TRUE,,,critical
541,[PLC1]GGB00004693D,MB3763D,1,工序6-3-13：,TRUE,,,critical
544,[PLC1]GGB000046940,MB37640,1,工序6-4-0：,TRUE,,,critical
545,[PLC1]GGB000046941,MB37641,1,工序6-4-1：,TRUE,,,critical
546,[PLC1]GGB000046942,MB37642,1,工序6-4-2：,TRUE,,,critical
547,[PLC1]GGB000046943,MB37643,1,工序6-4-3：,TRUE,,,critical
548,[PLC1]GGB000046944,MB37644,1,工序6-4-4：,TRUE,,,critical
549,[PLC1]GGB000046945,MB37645,1,工序6-4-5：,TRUE,,,critical
550,[PLC1]GGB000046946,MB37646,1,工序6-4-6：,TRUE,,,critical
551,[PLC1]GGB000046947,MB37647,1,工序6-4-7：,TRUE,,,critical
552,[PLC1]GGB000046948,MB37648,1,工序6-4-8：,TRUE,,,critical
